list_position,jmdict_id,term,reading,frequency_rank,scope_band,previously_reviewed_5pct,previous_uncertain_fields,matched_frequency_word,matched_frequency_reading,match_kind,normalized_match,homograph_candidate_ids,homograph_ambiguous,high_priority,variant_count,review_group_count,review_field_count,example_field_count,all_variant_field_count,body_characters,representative_bank,representative_row_index_zero_based
37800,2275680,猫を被る,ねこをかぶる,47478,新增10%-20%,False,0,猫を被る,ねこをかぶる,definition_variant,False,2275680,False,False,2,1,4,1,8,197,term_bank_123.json,1413
37801,1173960,栄転,えいてん,47479,新增10%-20%,False,0,栄転,えいてん,definition_variant,False,1173960,False,False,1,1,2,1,2,73,term_bank_15.json,183
37802,1660440,小冊子,しょうさっし,47480,新增10%-20%,False,0,小冊子,しょうさっし,definition_variant,False,1660440,False,True,1,1,3,1,3,92,term_bank_64.json,962
37803,1155080,以下の通り,いかのとおり,47481,新增10%-20%,False,0,以下の通り,いかのとおり,definition_variant,False,1155080,False,False,1,1,2,0,2,22,term_bank_13.json,484
37804,1931230,歌唱力,かしょうりょく,47481,新增10%-20%,False,0,歌唱力,かしょうりょく,definition_variant,False,1931230,False,False,1,1,1,0,1,27,term_bank_89.json,393
37805,1089710,ナイスガイ,ナイスガイ,47483,新增10%-20%,False,0,ナイスガイ,ナイスガイ,definition_variant,False,1089710,False,False,2,1,2,1,4,239,term_bank_8.json,337
37806,1227780,休講,きゅうこう,47484,新增10%-20%,False,0,休講,きゅうこう,definition_variant,False,1227780,False,True,1,1,2,1,2,119,term_bank_20.json,802
37807,1253690,激増,げきぞう,47485,新增10%-20%,False,0,激増,げきぞう,definition_variant,False,1253690,False,False,1,1,2,0,2,31,term_bank_22.json,1784
37808,1444710,渡世,とせい,47486,新增10%-20%,False,0,渡世,とせい,definition_variant,False,1444710,False,False,1,1,6,0,6,109,term_bank_41.json,524
37809,1835160,流転,るてん,47487,新增10%-20%,False,0,流転,るてん,definition_variant,False,1835160,False,False,2,1,4,0,8,68,term_bank_81.json,1598
37810,1724570,火だるま,ひだるま,47488,新增10%-20%,False,0,火だるま,ひだるま,definition_variant,False,1724570,False,False,2,1,3,0,6,60,term_bank_70.json,1824
37811,1490940,貧乏性,びんぼうしょう,47489,新增10%-20%,False,0,貧乏性,びんぼうしょう,definition_variant,False,1490940,False,False,1,1,5,0,5,157,term_bank_45.json,1359
37812,1699470,手慰み,てなぐさみ,47490,新增10%-20%,False,0,手慰み,てなぐさみ,definition_variant,False,1699470,False,False,1,1,4,0,4,84,term_bank_68.json,743
37813,1076760,ダイジェスト,ダイジェスト,47491,新增10%-20%,False,0,ダイジェスト,ダイジェスト,definition_variant,False,1076760,False,True,1,1,4,1,4,128,term_bank_7.json,470
37814,1494320,不道徳,ふどうとく,47492,新增10%-20%,False,0,不道徳,ふどうとく,definition_variant,False,1494320,False,False,1,1,4,1,4,238,term_bank_45.json,1923
37815,1506710,兵役,へいえき,47494,新增10%-20%,False,0,兵役,へいえき,definition_variant,False,1506710,False,True,1,1,3,1,3,144,term_bank_47.json,309
37816,2866588,特別教室,とくべつきょうしつ,47494,新增10%-20%,False,0,特別教室,とくべつきょうしつ,definition_variant,False,2866588,False,False,1,1,1,0,1,29,term_bank_212.json,1443
37817,1661150,帯刀,たいとう,47496,新增10%-20%,False,0,帯刀,たいとう,definition_variant,False,1661150,False,False,1,1,1,0,1,17,term_bank_64.json,1070
37818,2845346,ちゃいます,ちゃいます,47497,新增10%-20%,False,0,ちゃいます,ちゃいます,definition_variant,False,2845346,False,False,1,1,7,0,7,155,term_bank_192.json,1139
37819,1854860,運が向く,うんがむく,47498,新增10%-20%,False,0,運が向く,うんがむく,definition_variant,False,1854860,False,False,1,1,3,1,3,102,term_bank_83.json,1818
37820,1640940,幕が下りる,まくがおりる,47499,新增10%-20%,False,0,幕が下りる,まくがおりる,definition_variant,False,1640940,False,False,1,1,2,0,2,43,term_bank_62.json,1292
37821,1790650,艶然,えんぜん,47500,新增10%-20%,False,0,艶然,えんぜん,definition_variant,False,1790650,False,False,2,1,3,0,6,62,term_bank_77.json,854
37822,1944050,豆腐屋,とうふや,47502,新增10%-20%,False,0,豆腐屋,とうふや,definition_variant,False,1944050,False,False,2,1,3,0,6,41,term_bank_90.json,915
37823,2771840,投げ合う,なげあう,47502,新增10%-20%,False,0,投げ合う,なげあう,definition_variant,False,2771840,False,False,2,1,4,0,8,138,term_bank_168.json,971
37824,1621920,琵琶湖,びわこ,47504,新增10%-20%,False,0,琵琶湖,びわこ,definition_variant,False,1621920,False,True,2,1,3,1,6,121,term_bank_60.json,1549
37825,1639810,焦げ茶色,こげちゃいろ,47510,新增10%-20%,False,0,焦げ茶色,こげちゃいろ,definition_variant,False,1639810,False,False,2,1,3,1,6,91,term_bank_62.json,1084
37826,1445240,ど忘れ,どわすれ,47512,新增10%-20%,False,0,ど忘れ,どわすれ,definition_variant,False,1445240,False,False,3,1,3,0,9,113,term_bank_41.json,643
37827,1741300,採用試験,さいようしけん,47513,新增10%-20%,False,0,採用試験,さいようしけん,definition_variant,False,1741300,False,False,1,1,2,1,2,197,term_bank_72.json,620
37828,1074560,セダン,セダン,47514,新增10%-20%,False,0,セダン,セダン,definition_variant,False,1074560,False,True,1,1,1,0,1,7,term_bank_7.json,190
37829,1934770,娯楽施設,ごらくしせつ,47515,新增10%-20%,False,0,娯楽施設,ごらくしせつ,definition_variant,False,1934770,False,False,1,1,3,1,3,135,term_bank_89.json,1080
37830,2671620,建設現場,けんせつげんば,47516,新增10%-20%,False,0,建設現場,けんせつげんば,definition_variant,False,2671620,False,False,1,1,1,0,1,21,term_bank_158.json,1804
37831,1756080,義賊,ぎぞく,47517,新增10%-20%,False,0,義賊,ぎぞく,definition_variant,False,1756080,False,False,1,1,1,0,1,18,term_bank_73.json,1736
37832,1582330,頭打ち,あたまうち,47518,新增10%-20%,False,0,頭打ち,あたまうち,definition_variant,False,1582330,False,True,2,1,5,1,10,153,term_bank_54.json,1651
37833,1685330,客用,きゃくよう,47519,新增10%-20%,False,0,客用,きゃくよう,definition_variant,False,1685330,False,False,1,1,1,0,1,38,term_bank_67.json,39
37834,1910390,導き手,みちびきて,47520,新增10%-20%,False,0,導き手,みちびきて,definition_variant,False,1910390,False,False,1,1,1,0,1,7,term_bank_87.json,1073
37835,1986340,オンラインゲーム,オンラインゲーム,47521,新增10%-20%,False,0,オンラインゲーム,オンラインゲーム,definition_variant,False,1986340,False,False,2,1,1,0,2,15,term_bank_94.json,224
37836,1464930,日輪,にちりん,47522,新增10%-20%,False,0,日輪,にちりん,definition_variant,False,1464930,False,False,1,1,2,0,2,10,term_bank_43.json,611
37837,1111920,フリーランス,フリーランス,47523,新增10%-20%,False,0,フリーランス,フリーランス,definition_variant,False,1111920,False,True,1,1,1,0,1,13,term_bank_9.json,1689
37838,1786540,大動脈,だいどうみゃく,47523,新增10%-20%,False,0,大動脈,だいどうみゃく,definition_variant,False,1786540,False,True,1,1,2,0,2,37,term_bank_77.json,135
37839,1518600,亡国,ぼうこく,47525,新增10%-20%,False,0,亡国,ぼうこく,definition_variant,False,1518600,False,False,1,1,2,0,2,35,term_bank_48.json,504
37840,2111100,理解度,りかいど,47526,新增10%-20%,False,0,理解度,りかいど,definition_variant,False,2111100,False,False,1,1,2,0,2,30,term_bank_106.json,952
37841,1637960,実刑,じっけい,47529,新增10%-20%,False,0,実刑,じっけい,definition_variant,False,1637960,False,True,1,1,1,0,1,47,term_bank_62.json,707
37842,2401860,胸をときめかす,むねをときめかす,47530,新增10%-20%,False,0,胸をときめかす,むねをときめかす,definition_variant,False,2401860,False,False,2,1,2,1,4,95,term_bank_133.json,1436
37843,2857635,ゴテゴテ,ゴテゴテ,47531,新增10%-20%,False,0,ゴテゴテ,ゴテゴテ,definition_variant,False,2857635,False,False,2,1,12,0,24,234,term_bank_204.json,254
37844,2015980,アンパン,アンパン,47535,新增10%-20%,False,0,アンパン,アンパン,definition_variant,False,2015980,False,False,3,1,4,0,12,141,term_bank_97.json,379
37845,1139620,ラブソング,ラブソング,47536,新增10%-20%,False,0,ラブソング,ラブソング,definition_variant,False,1139620,False,True,2,1,2,1,4,59,term_bank_11.json,1785
37846,2757370,書類整理,しょるいせいり,47538,新增10%-20%,False,0,書類整理,しょるいせいり,definition_variant,False,2757370,False,False,1,1,2,0,2,44,term_bank_167.json,182
37847,1161690,一期,いちご,47539,新增10%-20%,False,0,一期,いちご,definition_variant,False,1161690,False,True,1,1,2,0,2,35,term_bank_13.json,1675
37848,1328430,手練手管,てれんてくだ,47540,新增10%-20%,False,0,手練手管,てれんてくだ,definition_variant,False,1328430,False,False,1,1,2,0,2,24,term_bank_30.json,3
37849,1749270,想念,そうねん,47541,新增10%-20%,False,0,想念,そうねん,definition_variant,False,1749270,False,False,1,1,3,0,3,27,term_bank_73.json,201
37850,1568540,毟る,むしる,47542,新增10%-20%,False,0,毟る,むしる,definition_variant,False,1568540,False,False,2,1,4,1,8,114,term_bank_53.json,83
37851,2863771,地脈,ちみゃく,47543,新增10%-20%,False,0,地脈,ちみゃく,definition_variant,False,2863771,False,False,1,1,2,0,2,43,term_bank_210.json,204
37852,1079240,テキサス,テキサス,47547,新增10%-20%,False,0,テキサス,テキサス,definition_variant,False,1079240,False,True,2,1,2,1,4,95,term_bank_7.json,825
37853,1107490,ファーストネーム,ファーストネーム,47548,新增10%-20%,False,0,ファーストネーム,ファーストネーム,definition_variant,False,1107490,False,False,2,1,3,1,6,201,term_bank_9.json,1013
37854,1021710,イマジネーション,イマジネーション,47549,新增10%-20%,False,0,イマジネーション,イマジネーション,definition_variant,False,1021710,False,False,1,1,2,0,2,26,term_bank_3.json,106
37855,2863976,移動式,いどうしき,47551,新增10%-20%,False,0,移動式,いどうしき,definition_variant,False,2863976,False,False,1,1,3,0,3,34,term_bank_210.json,548
37856,1071720,スネーク,スネーク,47552,新增10%-20%,False,0,スネーク,スネーク,definition_variant,False,1071720,False,True,2,1,1,0,2,6,term_bank_6.json,1775
37857,1304000,蚕,かいこ,47554,新增10%-20%,False,0,蚕,かいこ,definition_variant,False,1304000,False,True,3,1,2,1,6,83,term_bank_27.json,1184
37858,1872750,車にはねられる,くるまにはねられる,47555,新增10%-20%,False,0,車にはねられる,くるまにはねられる,definition_variant,False,1872750,False,False,2,1,2,1,4,159,term_bank_85.json,270
37859,1827960,複雑怪奇,ふくざつかいき,47558,新增10%-20%,False,0,複雑怪奇,ふくざつかいき,definition_variant,False,1827960,False,False,1,1,1,0,1,30,term_bank_81.json,42
37860,1355050,乗り入れる,のりいれる,47560,新增10%-20%,False,0,乗り入れる,のりいれる,definition_variant,False,1355050,False,False,2,1,5,0,10,169,term_bank_32.json,925
37861,1113710,ブラザーズ,ブラザーズ,47562,新增10%-20%,False,0,ブラザーズ,ブラザーズ,definition_variant,False,1113710,False,False,1,1,1,0,1,52,term_bank_9.json,1967
37862,1445290,土塊,つちくれ,47564,新增10%-20%,False,0,土塊,つちくれ,definition_variant,False,1445290,False,False,3,1,2,0,6,21,term_bank_41.json,656
37863,1067410,スウェーデン,スウェーデン,47565,新增10%-20%,False,0,スウェーデン,スウェーデン,definition_variant,False,1067410,False,True,3,1,2,1,6,81,term_bank_6.json,1125
37864,1380250,精錬,せいれん,47566,新增10%-20%,False,0,精錬,せいれん,definition_variant,False,1380250,False,False,3,1,5,0,15,56,term_bank_34.json,1971
37865,1742880,嘲弄,ちょうろう,47568,新增10%-20%,False,0,嘲弄,ちょうろう,definition_variant,False,1742880,False,False,1,1,3,0,3,26,term_bank_72.json,942
37866,1524420,麻布,あさぬの,47570,新增10%-20%,False,0,麻布,あさぬの,definition_variant,False,1524420,False,True,2,1,2,0,4,19,term_bank_48.json,1453
37867,1188440,何とはなしに,なんとはなしに,47572,新增10%-20%,False,0,何とはなしに,なんとはなしに,definition_variant,False,1188440,False,False,2,1,3,0,6,77,term_bank_16.json,1134
37868,1762340,如才ない,じょさいない,47573,新增10%-20%,False,0,如才ない,じょさいない,definition_variant,False,1762340,False,False,4,1,7,1,28,198,term_bank_74.json,1031
37869,1148710,ワイフ,ワイフ,47575,新增10%-20%,False,0,ワイフ,ワイフ,definition_variant,False,1148710,False,False,1,1,1,0,1,6,term_bank_12.json,1086
37870,1419840,暖色,だんしょく,47575,新增10%-20%,False,0,暖色,だんしょく,definition_variant,False,1419840,False,False,1,1,2,0,2,25,term_bank_39.json,4
37871,2713380,おっ死ぬ,おっちぬ,47577,新增10%-20%,False,0,おっ死ぬ,おっちぬ,definition_variant,False,2713380,False,False,2,1,2,0,4,35,term_bank_162.json,1858
37872,1124510,ボンド,ボンド,47578,新增10%-20%,False,0,ボンド,ボンド,definition_variant,False,1124510,False,True,1,1,3,0,3,23,term_bank_10.json,1640
37873,1001930,お雑煮,おぞうに,47581,新增10%-20%,False,0,お雑煮,おぞうに,definition_variant,False,1001930,False,False,2,1,2,0,4,148,term_bank_1.json,391
37874,1618960,潜行,せんこう,47582,新增10%-20%,False,0,潜行,せんこう,definition_variant,False,1618960,False,False,1,1,5,0,5,115,term_bank_60.json,1077
37875,1414310,大西洋,たいせいよう,47583,新增10%-20%,False,0,大西洋,たいせいよう,definition_variant,False,1414310,False,True,1,1,2,1,2,94,term_bank_38.json,801
37876,1886430,陣を敷く,じんをしく,47584,新增10%-20%,False,0,陣を敷く,じんをしく,definition_variant,False,1886430,False,False,1,1,2,0,2,34,term_bank_86.json,69
37877,1396000,全敗,ぜんぱい,47585,新增10%-20%,False,0,全敗,ぜんぱい,definition_variant,False,1396000,False,False,1,1,4,1,4,156,term_bank_36.json,1086
37878,1403680,造語,ぞうご,47586,新增10%-20%,False,0,造語,ぞうご,definition_variant,False,1403680,False,True,1,1,3,0,3,50,term_bank_37.json,839
37879,1408900,打者,だしゃ,47588,新增10%-20%,False,0,打者,だしゃ,definition_variant,False,1408900,False,True,1,1,2,1,2,79,term_bank_37.json,1712
37880,1182400,黄緑色,おうりょくしょく,47589,新增10%-20%,False,0,黄緑色,おうりょくしょく,definition_variant,False,1182400,False,False,1,1,3,1,3,73,term_bank_15.json,1994
37881,1628800,鉄塔,てっとう,47590,新增10%-20%,False,0,鉄塔,てっとう,definition_variant,False,1628800,False,False,1,1,3,0,3,54,term_bank_61.json,757
37882,2185930,パエリア,パエリア,47591,新增10%-20%,False,0,パエリア,パエリア,definition_variant,False,2185930,False,False,1,1,2,1,2,112,term_bank_114.json,115
37883,1945600,繁殖力,はんしょくりょく,47592,新增10%-20%,False,0,繁殖力,はんしょくりょく,definition_variant,False,1945600,False,False,1,1,2,0,2,47,term_bank_90.json,1202
37884,1316740,次点,じてん,47593,新增10%-20%,False,0,次点,じてん,definition_variant,False,1316740,False,True,1,1,1,0,1,12,term_bank_28.json,1641
37885,1981470,クエスチョンマーク,クエスチョンマーク,47593,新增10%-20%,False,0,クエスチョンマーク,クエスチョンマーク,definition_variant,False,1981470,False,False,2,1,2,0,4,30,term_bank_93.json,1359
37886,2760050,地に足がつく,ちにあしがつく,47596,新增10%-20%,False,0,地に足がつく,ちにあしがつく,definition_variant,False,2760050,False,False,3,1,2,0,6,57,term_bank_167.json,723
37887,1763830,地割れ,じわれ,47598,新增10%-20%,False,0,地割れ,じわれ,definition_variant,False,1763830,False,False,1,1,1,0,1,40,term_bank_74.json,1289
37888,1687200,通知表,つうちひょう,47600,新增10%-20%,False,0,通知表,つうちひょう,definition_variant,False,1687200,False,False,2,1,2,1,4,206,term_bank_67.json,366
37889,1876350,心が和む,こころがなごむ,47600,新增10%-20%,False,0,心が和む,こころがなごむ,definition_variant,False,1876350,False,False,2,1,3,0,6,75,term_bank_85.json,733
37890,1939400,人形劇,にんぎょうげき,47602,新增10%-20%,False,0,人形劇,にんぎょうげき,definition_variant,False,1939400,False,False,1,1,1,0,1,14,term_bank_89.json,1990
37891,1464750,日本茶,にほんちゃ,47604,新增10%-20%,False,0,日本茶,にほんちゃ,definition_variant,False,1464750,False,False,1,1,2,1,2,112,term_bank_43.json,588
37892,1570040,碌に,ろくに,47605,新增10%-20%,False,0,碌に,ろくに,definition_variant,False,1570040,False,True,2,1,8,1,16,209,term_bank_53.json,397
37893,2848396,パーになる,パーになる,47606,新增10%-20%,False,0,パーになる,パーになる,definition_variant,False,2848396,False,False,1,1,4,0,4,171,term_bank_195.json,749
37894,1015460,アクメ,アクメ,47608,新增10%-20%,False,0,アクメ,アクメ,definition_variant,False,1015460,False,False,1,1,1,0,1,8,term_bank_2.json,1223
37895,2109270,廃村,はいそん,47609,新增10%-20%,False,0,廃村,はいそん,definition_variant,False,2109270,False,False,1,1,4,0,4,73,term_bank_106.json,611
37896,1016200,アスレチック,アスレチック,47610,新增10%-20%,False,0,アスレチック,アスレチック,definition_variant,False,1016200,False,True,2,1,5,0,10,128,term_bank_2.json,1340
37897,2836799,卑怯な手を使う,ひきょうなてをつかう,47611,新增10%-20%,False,0,卑怯な手を使う,ひきょうなてをつかう,definition_variant,False,2836799,False,False,1,1,4,0,4,98,term_bank_184.json,916
37898,2835960,打ち所が悪い,うちどころがわるい,47613,新增10%-20%,False,0,打ち所が悪い,うちどころがわるい,definition_variant,False,2835960,False,False,2,1,1,0,2,64,term_bank_183.json,1319
37899,1413100,大奥,おおおく,47614,新增10%-20%,False,0,大奥,おおおく,definition_variant,False,1413100,False,False,1,1,4,0,4,212,term_bank_38.json,615
37900,1377400,正常化,せいじょうか,47615,新增10%-20%,False,0,正常化,せいじょうか,definition_variant,False,1377400,False,True,1,1,2,0,2,32,term_bank_34.json,1310
37901,1885940,条件を呑む,じょうけんをのむ,47616,新增10%-20%,False,0,条件を呑む,じょうけんをのむ,definition_variant,False,1885940,False,False,2,1,1,0,2,28,term_bank_85.json,1991
37902,1919950,パイン,パイン,47617,新增10%-20%,False,0,パイン,パイン,definition_variant,False,1919950,False,False,1,1,4,1,4,319,term_bank_88.json,466
37903,2085730,身の毛がよだつ,みのけがよだつ,47619,新增10%-20%,False,0,身の毛がよだつ,みのけがよだつ,definition_variant,False,2085730,False,False,2,1,3,1,6,192,term_bank_103.json,1966
37904,2861182,強豪校,きょうごうこう,47621,新增10%-20%,False,0,強豪校,きょうごうこう,definition_variant,False,2861182,False,False,1,1,2,0,2,79,term_bank_207.json,1181
37905,2868966,触手を伸ばす,しょくしゅをのばす,47624,新增10%-20%,False,0,触手を伸ばす,しょくしゅをのばす,definition_variant,False,2868966,False,False,1,1,6,0,6,177,term_bank_214.json,1904
37906,2864036,中の上,ちゅうのじょう,47625,新增10%-20%,False,0,中の上,ちゅうのじょう,definition_variant,False,2864036,False,False,1,1,1,0,1,17,term_bank_210.json,641
37907,1068800,スケープゴート,スケープゴート,47626,新增10%-20%,False,0,スケープゴート,スケープゴート,definition_variant,False,1068800,False,True,1,1,2,1,2,205,term_bank_6.json,1353
37908,2837344,食料庫,しょくりょうこ,47626,新增10%-20%,False,0,食料庫,しょくりょうこ,definition_variant,False,2837344,False,False,1,1,3,0,3,46,term_bank_185.json,127
37909,2839302,テロ事件,テロじけん,47629,新增10%-20%,False,0,テロ事件,テロじけん,definition_variant,False,2839302,False,False,1,1,2,0,2,37,term_bank_186.json,1954
37910,2830019,様式美,ようしきび,47632,新增10%-20%,False,0,様式美,ようしきび,definition_variant,False,2830019,False,False,1,1,9,0,9,269,term_bank_177.json,1845
37911,2835298,これはと,これはと,47636,新增10%-20%,False,0,これはと,これはと,definition_variant,False,2835298,False,False,1,1,3,0,3,93,term_bank_183.json,74
37912,1237890,胸骨,きょうこつ,47639,新增10%-20%,False,0,胸骨,きょうこつ,definition_variant,False,1237890,False,False,1,1,2,0,2,21,term_bank_21.json,663
37913,1468630,年貢,ねんぐ,47640,新增10%-20%,False,0,年貢,ねんぐ,definition_variant,False,1468630,False,False,1,1,2,0,2,26,term_bank_43.json,1214
37914,1231980,巨岩,きょがん,47641,新增10%-20%,False,0,巨岩,きょがん,definition_variant,False,1231980,False,False,2,1,2,0,4,17,term_bank_20.json,1602
37915,2409630,風俗店,ふうぞくてん,47642,新增10%-20%,False,0,風俗店,ふうぞくてん,definition_variant,False,2409630,False,False,1,1,2,0,2,31,term_bank_134.json,1114
37916,1799740,強制労働,きょうせいろうどう,47644,新增10%-20%,False,0,強制労働,きょうせいろうどう,definition_variant,False,1799740,False,False,1,1,4,0,4,64,term_bank_78.json,673
37917,2413920,席外,せきがい,47645,新增10%-20%,False,0,席外,せきがい,definition_variant,False,2413920,False,False,1,1,1,0,1,20,term_bank_134.json,1828
37918,2453600,時間を守る,じかんをまもる,47646,新增10%-20%,False,0,時間を守る,じかんをまもる,definition_variant,False,2453600,False,False,1,1,2,1,2,70,term_bank_138.json,1755
37919,2719290,ほんまもん,ほんまもん,47648,新增10%-20%,False,0,ほんまもん,ほんまもん,definition_variant,False,2719290,False,False,1,1,4,0,4,92,term_bank_163.json,990
37920,2853394,やり終える,やりおえる,47649,新增10%-20%,False,0,やり終える,やりおえる,definition_variant,False,2853394,False,False,1,1,3,0,3,41,term_bank_200.json,436
37921,1313890,事後承諾,じごしょうだく,47650,新增10%-20%,False,0,事後承諾,じごしょうだく,definition_variant,False,1313890,False,False,1,1,1,0,1,26,term_bank_28.json,1156
37922,1063000,シリウス,シリウス,47653,新增10%-20%,False,0,シリウス,シリウス,definition_variant,False,1063000,False,True,1,1,4,1,4,164,term_bank_6.json,510
37923,2848506,んば,んば,47654,新增10%-20%,False,0,んば,んば,definition_variant,False,2848506,False,False,1,1,3,0,3,131,term_bank_195.json,944
37924,1062580,ショール,ショール,47655,新增10%-20%,False,0,ショール,ショール,definition_variant,False,1062580,False,True,1,1,1,0,1,7,term_bank_6.json,439
37925,1654100,土蔵,どぞう,47657,新增10%-20%,False,0,土蔵,どぞう,definition_variant,False,1654100,False,False,1,1,2,0,2,49,term_bank_63.json,1771
37926,1680790,八重,やえ,47659,新增10%-20%,False,0,八重,やえ,definition_variant,False,1680790,False,True,1,1,4,0,4,47,term_bank_66.json,1176
37927,2857867,誤字脱字,ごじだつじ,47660,新增10%-20%,False,0,誤字脱字,ごじだつじ,definition_variant,False,2857867,False,False,1,1,2,0,2,58,term_bank_204.json,725
37928,2615920,精神世界,せいしんせかい,47663,新增10%-20%,False,0,精神世界,せいしんせかい,definition_variant,False,2615920,False,False,1,1,3,0,3,66,term_bank_153.json,632
37929,1180370,押し分ける,おしわける,47664,新增10%-20%,False,0,押し分ける,おしわける,definition_variant,False,1180370,False,False,3,1,2,1,6,95,term_bank_15.json,1466
37930,2255810,転院,てんいん,47669,新增10%-20%,False,0,転院,てんいん,definition_variant,False,2255810,False,False,1,1,3,1,3,190,term_bank_121.json,1251
37931,1529830,無形,むけい,47671,新增10%-20%,False,0,無形,むけい,definition_variant,False,1529830,False,True,1,1,7,0,7,75,term_bank_49.json,467
37932,2831440,クリティカルヒット,クリティカルヒット,47672,新增10%-20%,False,0,クリティカルヒット,クリティカルヒット,definition_variant,False,2831440,False,False,2,1,1,0,2,14,term_bank_179.json,632
37933,1905600,深い霧,ふかいきり,47673,新增10%-20%,False,0,深い霧,ふかいきり,definition_variant,False,1905600,False,False,1,1,3,1,3,104,term_bank_87.json,505
37934,1791510,愛妻弁当,あいさいべんとう,47674,新增10%-20%,False,0,愛妻弁当,あいさいべんとう,definition_variant,False,1791510,False,False,1,1,2,1,2,178,term_bank_77.json,1107
37935,1711990,野ざらし,のざらし,47675,新增10%-20%,False,0,野ざらし,のざらし,definition_variant,False,1711990,False,False,3,1,2,0,6,38,term_bank_69.json,1465
37936,1373690,すり足,すりあし,47676,新增10%-20%,False,0,すり足,すりあし,definition_variant,False,1373690,False,False,3,1,3,0,9,118,term_bank_34.json,692
37937,1391260,潜り,もぐり,47677,新增10%-20%,False,0,潜り,もぐり,definition_variant,False,1391260,False,False,1,1,8,1,8,237,term_bank_36.json,336
37938,1201570,ナマコ,ナマコ,47679,新增10%-20%,False,0,ナマコ,ナマコ,definition_variant,False,1201570,False,False,4,1,3,0,12,215,term_bank_17.json,1553
37939,1567270,拗れる,こじれる,47681,新增10%-20%,False,0,拗れる,こじれる,definition_variant,False,1567270,False,False,1,1,3,0,3,51,term_bank_52.json,1814
37940,1025225,ウィンド,ウィンド,47685,新增10%-20%,False,0,ウィンド,ウィンド,definition_variant,False,1025225,False,True,2,1,4,0,8,43,term_bank_3.json,637
37941,1376110,政略,せいりゃく,47687,新增10%-20%,False,0,政略,せいりゃく,definition_variant,False,1376110,False,False,1,1,3,0,3,55,term_bank_34.json,1111
37942,1312440,試作機,しさくき,47688,新增10%-20%,False,0,試作機,しさくき,definition_variant,False,1312440,False,False,1,1,2,0,2,42,term_bank_28.json,796
37943,2790560,見せ方,みせかた,47689,新增10%-20%,False,0,見せ方,みせかた,definition_variant,False,2790560,False,False,1,1,2,0,2,55,term_bank_170.json,750
37944,1358980,伸縮性,しんしゅくせい,47692,新增10%-20%,False,0,伸縮性,しんしゅくせい,definition_variant,False,1358980,False,False,1,1,2,1,2,122,term_bank_32.json,1707
37945,2869763,膝を屈する,ひざをくっする,47693,新增10%-20%,False,0,膝を屈する,ひざをくっする,definition_variant,False,2869763,False,False,1,1,5,0,5,67,term_bank_215.json,1503
37946,1015470,アクリル,アクリル,47694,新增10%-20%,False,0,アクリル,アクリル,definition_variant,False,1015470,False,True,1,1,2,1,2,91,term_bank_2.json,1224
37947,1150680,愛好,あいこう,47695,新增10%-20%,False,0,愛好,あいこう,definition_variant,False,1150680,False,True,1,1,5,1,5,140,term_bank_12.json,1447
37948,1692490,樹上,じゅじょう,47696,新增10%-20%,False,0,樹上,じゅじょう,definition_variant,False,1692490,False,False,1,1,3,0,3,46,term_bank_67.json,1370
37949,1685900,行く行く,ゆくゆく,47697,新增10%-20%,False,0,行く行く,ゆくゆく,definition_variant,False,1685900,False,False,1,1,6,0,6,95,term_bank_67.json,136
37950,1230220,給う,たまう,47699,新增10%-20%,False,0,給う,たまう,definition_variant,False,1230220,False,False,2,1,5,1,10,229,term_bank_20.json,1209
37951,1646820,神経系,しんけいけい,47701,新增10%-20%,False,0,神経系,しんけいけい,definition_variant,False,1646820,False,False,1,1,1,0,1,18,term_bank_63.json,388
37952,2187980,タイムカプセル,タイムカプセル,47703,新增10%-20%,False,0,タイムカプセル,タイムカプセル,definition_variant,False,2187980,False,False,2,1,1,0,2,16,term_bank_114.json,570
37953,2838456,仲介役,ちゅうかいやく,47704,新增10%-20%,False,0,仲介役,ちゅうかいやく,definition_variant,False,2838456,False,False,1,1,4,0,4,44,term_bank_186.json,315
37954,1886080,冗談が過ぎる,じょうだんがすぎる,47705,新增10%-20%,False,0,冗談が過ぎる,じょうだんがすぎる,definition_variant,False,1886080,False,False,2,1,1,0,2,28,term_bank_86.json,17
37955,2723020,プロファイリング,プロファイリング,47707,新增10%-20%,False,0,プロファイリング,プロファイリング,definition_variant,False,2723020,False,False,1,1,1,0,1,13,term_bank_163.json,1693
37956,1016380,アタッカー,アタッカー,47709,新增10%-20%,False,0,アタッカー,アタッカー,definition_variant,False,1016380,False,False,1,1,1,0,1,38,term_bank_2.json,1363
37957,1781740,連名,れんめい,47711,新增10%-20%,False,0,連名,れんめい,definition_variant,False,1781740,False,True,1,1,1,0,1,17,term_bank_76.json,1029
37958,2258940,垂れ込める,たれこめる,47711,新增10%-20%,False,0,垂れ込める,たれこめる,definition_variant,False,2258940,False,False,2,1,3,1,6,190,term_bank_121.json,1846
37959,1401930,草案,そうあん,47714,新增10%-20%,False,0,草案,そうあん,definition_variant,False,1401930,False,True,1,1,2,1,2,107,term_bank_37.json,450
37960,2658540,親指の爪,おやゆびのつめ,47715,新增10%-20%,False,0,親指の爪,おやゆびのつめ,definition_variant,False,2658540,False,False,1,1,1,0,1,13,term_bank_157.json,1224
